Perfil Twitter,Mensagem de Erro,Análise Total,Análise Amigos,Análise Temporal,Análise Rede,Análise Sentimento,URL do Perfil,Avatar do Perfil,ID do Usuário,Nome do Usuário,Criação da conta,Seguindo,Seguidores,Número de Tweets,Hashtags Recentes,Menções Recentes,Usou Cache
DVDVCT,,29.76,,,,,,,,,,,,,,,
Jessemaq,,29.75,,,,,,,,,,,,,,,
HelaineAlmeida7,,29.75,,,,,,,,,,,,,,,
AirtonEW,,29.75,,,,,,,,,,,,,,,
Deussempre2412,,29.73,,,,,,,,,,,,,,,
COtavio1983,,29.72,,,,,,,,,,,,,,,
spclima,,29.71,,,,,,,,,,,,,,,
NaniBazar,,29.63,,,,,,,,,,,,,,,
Claugoncar,,29.61,,,,,,,,,,,,,,,
vivi_cobianchi,,29.61,,,,,,,,,,,,,,,
LordeDart,,29.57,,,,,,,,,,,,,,,
Viniciu55960084,,29.51,,,,,,,,,,,,,,,
netocarvalho74,,29.51,,,,,,,,,,,,,,,
SocorroMorais12,,29.48,,,,,,,,,,,,,,,
FerSEP1988,,29.45,,,,,,,,,,,,,,,
GuardiaVildete,,29.44,,,,,,,,,,,,,,,
Contrafatosnoh1,,29.38,,,,,,,,,,,,,,,
lucianocampos41,,29.38,,,,,,,,,,,,,,,
DiasPlath,,29.37,,,,,,,,,,,,,,,
MsWalckiers,,29.35,,,,,,,,,,,,,,,
MauricioRio22,,29.32,,,,,,,,,,,,,,,
AllyssonMSS,,29.32,,,,,,,,,,,,,,,
JoergRafter,,29.25,,,,,,,,,,,,,,,
Lorenaandrade,,29.24,,,,,,,,,,,,,,,
viniciusgvieira,,29.23,,,,,,,,,,,,,,,
Ruybr,,29.23,,,,,,,,,,,,,,,
raugerland,,29.23,,,,,,,,,,,,,,,
cleomar1,,29.22,,,,,,,,,,,,,,,
pedrosfm,,29.22,,,,,,,,,,,,,,,
Elionaycp,,29.21,,,,,,,,,,,,,,,
duduwacam,,29.2,,,,,,,,,,,,,,,
Pratica15,,29.2,,,,,,,,,,,,,,,
Mortadela_Trans,,29.16,,,,,,,,,,,,,,,
rayssaleite26,,29.14,,,,,,,,,,,,,,,
Cris_Morais8,,29.11,,,,,,,,,,,,,,,
AndrGPereira,,29.11,,,,,,,,,,,,,,,
ForestiRainato,,29.1,,,,,,,,,,,,,,,
PinhoDonato,,29.07,,,,,,,,,,,,,,,
EliasGoulart11,,29.06,,,,,,,,,,,,,,,
mauriciopasqui1,,29.05,,,,,,,,,,,,,,,
Lorenna_Medina,,29.05,,,,,,,,,,,,,,,
cristia34843708,,29.04,,,,,,,,,,,,,,,
RicardoRChaves1,,29.03,,,,,,,,,,,,,,,
EdenilsonBening,,29.02,,,,,,,,,,,,,,,
LuizSoa60338955,,29.02,,,,,,,,,,,,,,,
silv_evancir,,29.02,,,,,,,,,,,,,,,
ElianeM34413802,,29.0,,,,,,,,,,,,,,,
DanielRosenman3,,28.99,,,,,,,,,,,,,,,
022_igor,,28.99,,,,,,,,,,,,,,,
debpess,,28.98,,,,,,,,,,,,,,,
DaniMollo73,,28.96,,,,,,,,,,,,,,,
PKIELING,,28.96,,,,,,,,,,,,,,,
WilliamRocha23,,28.95,,,,,,,,,,,,,,,
eaeferreiraa_,,28.94,,,,,,,,,,,,,,,
Lucena87380010,,28.91,,,,,,,,,,,,,,,
TonyHortencio10,,28.9,,,,,,,,,,,,,,,
leo22poubel,,28.9,,,,,,,,,,,,,,,
fabioibvb,,28.89,,,,,,,,,,,,,,,
keroOliveira,,28.87,,,,,,,,,,,,,,,
foradapauta22,,28.87,,,,,,,,,,,,,,,
Marcosjr740,,28.86,,,,,,,,,,,,,,,
felipetav17,,28.85,,,,,,,,,,,,,,,
RenatoAGomesF,,28.85,,,,,,,,,,,,,,,
rBeloni,,28.84,,,,,,,,,,,,,,,
Dada86443846,,28.84,,,,,,,,,,,,,,,
ibluz,,28.77,,,,,,,,,,,,,,,
leocontagem_mg,,28.72,,,,,,,,,,,,,,,
AciolyCalheiros,,28.69,,,,,,,,,,,,,,,
JukaSauro,,28.69,,,,,,,,,,,,,,,
GilliardRaposo,,28.68,,,,,,,,,,,,,,,
RafaelBatalha18,,28.67,,,,,,,,,,,,,,,
edsonklesse,,28.65,,,,,,,,,,,,,,,
Ale_Jurisson,,28.65,,,,,,,,,,,,,,,
Roseoponce,,28.6,,,,,,,,,,,,,,,
panzettiM_2022,,28.59,,,,,,,,,,,,,,,
Ferreira4Nill,,28.59,,,,,,,,,,,,,,,
FranciscoGivan9,,28.56,,,,,,,,,,,,,,,
ElaineCB4,,28.54,,,,,,,,,,,,,,,
mitags,,28.53,,,,,,,,,,,,,,,
Carloslucarini,,28.53,,,,,,,,,,,,,,,
Railanspin,,28.53,,,,,,,,,,,,,,,
BoraBaha5,,28.51,,,,,,,,,,,,,,,
Andre27238701,,28.5,,,,,,,,,,,,,,,
MeloRodrigues8,,28.49,,,,,,,,,,,,,,,
JulyanaNassar,,28.49,,,,,,,,,,,,,,,
JeanCarlosDutr6,,28.45,,,,,,,,,,,,,,,
Denise_Bru,,28.44,,,,,,,,,,,,,,,
Julianotassaa,,28.43,,,,,,,,,,,,,,,
MatelPadroes,,28.41,,,,,,,,,,,,,,,
Edmilso30076204,,28.39,,,,,,,,,,,,,,,
souzapeus,,28.39,,,,,,,,,,,,,,,
poletti_jose,,28.36,,,,,,,,,,,,,,,
OiSouTrovao,,28.35,,,,,,,,,,,,,,,
MoRe1506,,28.35,,,,,,,,,,,,,,,
Alexandreredent,,28.34,,,,,,,,,,,,,,,
Wbartowski,,28.32,,,,,,,,,,,,,,,
rpjr85,,28.32,,,,,,,,,,,,,,,
solanoqb,,28.25,,,,,,,,,,,,,,,
yngraavlis,,28.23,,,,,,,,,,,,,,,
tonfa2012,,28.21,,,,,,,,,,,,,,,
CarlosM11336214,,28.19,,,,,,,,,,,,,,,
Nandamelbc,,28.18,,,,,,,,,,,,,,,
cesarrun,,28.14,,,,,,,,,,,,,,,
FamosoFake,,28.05,,,,,,,,,,,,,,,
ReginTorres,,28.04,,,,,,,,,,,,,,,
Vesperth,,28.02,,,,,,,,,,,,,,,
verissimomath01,,28.02,,,,,,,,,,,,,,,
dias_silem,,28.01,,,,,,,,,,,,,,,
HelaneSouza8,,28.01,,,,,,,,,,,,,,,
MILTONCSOUZA77,,27.99,,,,,,,,,,,,,,,
JoiLopes1,,27.99,,,,,,,,,,,,,,,
Rrm0707,,27.9,,,,,,,,,,,,,,,
Janissondelima,,27.9,,,,,,,,,,,,,,,
mvitoriaa,,27.89,,,,,,,,,,,,,,,
lucastheophilo,,27.85,,,,,,,,,,,,,,,
LageClaus,,27.84,,,,,,,,,,,,,,,
PedroNN9,,27.8,,,,,,,,,,,,,,,
TucanoVermelho,,27.73,,,,,,,,,,,,,,,
lholiveira,,27.73,,,,,,,,,,,,,,,
CludiaLisboa2,,27.73,,,,,,,,,,,,,,,
Zeno64468154,,27.71,,,,,,,,,,,,,,,
Nandovazzz,,27.7,,,,,,,,,,,,,,,
MarinezBarbos13,,27.66,,,,,,,,,,,,,,,
CarlosH3nr1k,,27.64,,,,,,,,,,,,,,,
SandraFuturo,,27.61,,,,,,,,,,,,,,,
jlsmar,,27.56,,,,,,,,,,,,,,,
marquinhosr70,,27.55,,,,,,,,,,,,,,,
mmax2013,,27.54,,,,,,,,,,,,,,,
libranet2021,,27.52,,,,,,,,,,,,,,,
evelynkbarros,,27.48,,,,,,,,,,,,,,,
ohpivetiinnn,,27.46,,,,,,,,,,,,,,,
PauloRSanto2,,27.42,,,,,,,,,,,,,,,
aggabriell,,27.42,,,,,,,,,,,,,,,
znlira,,27.41,,,,,,,,,,,,,,,
RInvestigacoes,,27.4,,,,,,,,,,,,,,,
roberto_hexa,,27.4,,,,,,,,,,,,,,,
Ulisses_Tenorio,,27.39,,,,,,,,,,,,,,,
Derbol,,27.37,,,,,,,,,,,,,,,
aleixocarlos30,,27.36,,,,,,,,,,,,,,,
gustavo_mo1,,27.33,,,,,,,,,,,,,,,
ready_teddy,,27.31,,,,,,,,,,,,,,,
IvanFinale,,27.31,,,,,,,,,,,,,,,
lurdes_barr,,27.3,,,,,,,,,,,,,,,
AdrianaPizelli,,27.3,,,,,,,,,,,,,,,
Treve1Adenilson,,27.29,,,,,,,,,,,,,,,
KantistaComCiro,,27.28,,,,,,,,,,,,,,,
mi_olivya,,27.26,,,,,,,,,,,,,,,
OnaoFamoso_109,,27.23,,,,,,,,,,,,,,,
mariano_jesiel,,27.21,,,,,,,,,,,,,,,
Thiagoalexfs85,,27.21,,,,,,,,,,,,,,,
SalvaniMarcilio,,27.21,,,,,,,,,,,,,,,
durvalh,,27.19,,,,,,,,,,,,,,,
Personalwelito1,,27.18,,,,,,,,,,,,,,,
DjokovicDaZoera,,27.16,,,,,,,,,,,,,,,
Valdeni_Novaes,,27.16,,,,,,,,,,,,,,,
Francisco030968,,27.15,,,,,,,,,,,,,,,
RomeuAlvesBR1,,27.14,,,,,,,,,,,,,,,
Rogerio81770352,,27.12,,,,,,,,,,,,,,,
Thiago_Reis_12,,27.1,,,,,,,,,,,,,,,
bastos_navarro,,27.1,,,,,,,,,,,,,,,
danna_brasil,,27.1,,,,,,,,,,,,,,,
marcios45190645,,27.08,,,,,,,,,,,,,,,
CarlosNNevess,,27.03,,,,,,,,,,,,,,,
JooPauloGuerra9,,27.0,,,,,,,,,,,,,,,
Drikinhastock,,26.98,,,,,,,,,,,,,,,
VendramiDenise,,26.96,,,,,,,,,,,,,,,
aosvr,,26.93,,,,,,,,,,,,,,,
Adpettin,,26.92,,,,,,,,,,,,,,,
renato_db,,26.89,,,,,,,,,,,,,,,
MarclioBSantos1,,26.89,,,,,,,,,,,,,,,
Marceloaass,,26.88,,,,,,,,,,,,,,,
WILIAMRFO,,26.88,,,,,,,,,,,,,,,
PrincessLeya25,,26.86,,,,,,,,,,,,,,,
lucasbatistaa,,26.86,,,,,,,,,,,,,,,
joabe70559597,,26.85,,,,,,,,,,,,,,,
KeziaNunes14,,26.83,,,,,,,,,,,,,,,
PimentelMMonica,,26.82,,,,,,,,,,,,,,,
ana_bossle,,26.81,,,,,,,,,,,,,,,
LopesAhs,,26.81,,,,,,,,,,,,,,,
CSumyk,,26.8,,,,,,,,,,,,,,,
observoeabsorvo,,26.79,,,,,,,,,,,,,,,
AMS_____99,,26.79,,,,,,,,,,,,,,,
MarcosDferro,,26.78,,,,,,,,,,,,,,,
TwittJulioCesar,,26.76,,,,,,,,,,,,,,,
Veve40429076,,26.68,,,,,,,,,,,,,,,
YuriRei50299604,,26.65,,,,,,,,,,,,,,,
eder_2025,,26.63,,,,,,,,,,,,,,,
herik_masters,,26.58,,,,,,,,,,,,,,,
rocha_chloe,,26.53,,,,,,,,,,,,,,,
ferr_alvarenga,,26.5,,,,,,,,,,,,,,,
TiecherJocemara,,26.47,,,,,,,,,,,,,,,
GustavoRachid1,,26.43,,,,,,,,,,,,,,,
antoniog1706,,26.43,,,,,,,,,,,,,,,
Dautio,,26.41,,,,,,,,,,,,,,,
OCravao,,26.4,,,,,,,,,,,,,,,
zackdumas12,,26.4,,,,,,,,,,,,,,,
StringOfFowie,,26.39,,,,,,,,,,,,,,,
FontaninGentil,,26.39,,,,,,,,,,,,,,,
felpow_mendes,,26.36,,,,,,,,,,,,,,,
RegGomes1,,26.33,,,,,,,,,,,,,,,
fumasa21,,26.32,,,,,,,,,,,,,,,
CRSCOTT2019,,26.3,,,,,,,,,,,,,,,
AquiNao13,,26.28,,,,,,,,,,,,,,,
betmaya67,,26.27,,,,,,,,,,,,,,,
everaldomanteli,,26.27,,,,,,,,,,,,,,,
diegovj,,26.21,,,,,,,,,,,,,,,
BriquetCecilia,,26.2,,,,,,,,,,,,,,,
HartmannRosana,,26.16,,,,,,,,,,,,,,,
WagnerCosta1984,,26.14,,,,,,,,,,,,,,,
MartinsSarvuchi,,26.13,,,,,,,,,,,,,,,
ggomes2126,,26.13,,,,,,,,,,,,,,,
rdrubronegra,,26.11,,,,,,,,,,,,,,,
helioyoshioka,,26.1,,,,,,,,,,,,,,,
jonathan_ef94,,26.1,,,,,,,,,,,,,,,
eduviale,,26.07,,,,,,,,,,,,,,,
Iobel,,26.05,,,,,,,,,,,,,,,
linapaulaqueir1,,26.04,,,,,,,,,,,,,,,
Gasparetto4832,,26.04,,,,,,,,,,,,,,,
KelyJuliane,,26.03,,,,,,,,,,,,,,,
SanchoBDN,,26.0,,,,,,,,,,,,,,,
Bluflag_22,,26.0,,,,,,,,,,,,,,,
MagnoCmpl,,25.99,,,,,,,,,,,,,,,
Andssu,,25.97,,,,,,,,,,,,,,,
JenifferDutra9,,25.89,,,,,,,,,,,,,,,
ivanribeiro1985,,25.88,,,,,,,,,,,,,,,
fernandogomezrj,,25.88,,,,,,,,,,,,,,,
fewhite,,25.85,,,,,,,,,,,,,,,
paidegabriel,,25.83,,,,,,,,,,,,,,,
Larissacrfmengo,,25.81,,,,,,,,,,,,,,,
DemilsonDs,,25.79,,,,,,,,,,,,,,,
AleRanzin,,25.77,,,,,,,,,,,,,,,
balizinha2,,25.77,,,,,,,,,,,,,,,
jurabissoni,,25.77,,,,,,,,,,,,,,,
seraf_im,,25.76,,,,,,,,,,,,,,,
lucianoiassim,,25.76,,,,,,,,,,,,,,,
MichaelloFerra1,,25.76,,,,,,,,,,,,,,,
carloscesargsan,,25.72,,,,,,,,,,,,,,,
RosaneOM,,25.66,,,,,,,,,,,,,,,
Kalebctba,,25.66,,,,,,,,,,,,,,,
msstk78,,25.66,,,,,,,,,,,,,,,
rodsouza83,,25.65,,,,,,,,,,,,,,,
EduardoAlvesa1,,25.65,,,,,,,,,,,,,,,
Selmasilvacarr1,,25.64,,,,,,,,,,,,,,,
baltavares,,25.61,,,,,,,,,,,,,,,
PaulaLaureanoR2,,25.61,,,,,,,,,,,,,,,
PauloArthur86,,25.6,,,,,,,,,,,,,,,
DanielS87669441,,25.6,,,,,,,,,,,,,,,
EkkollM,,25.56,,,,,,,,,,,,,,,
nandocapetinga,,25.55,,,,,,,,,,,,,,,
dynei_salimCRF,,25.53,,,,,,,,,,,,,,,
marleyas,,25.53,,,,,,,,,,,,,,,
eunaorobo,,25.52,,,,,,,,,,,,,,,
Lucasy67,,25.52,,,,,,,,,,,,,,,
AdrianaAusenka,,25.51,,,,,,,,,,,,,,,
Selma1965,,25.48,,,,,,,,,,,,,,,
marceloasc,,25.46,,,,,,,,,,,,,,,
gildsio360,,25.41,,,,,,,,,,,,,,,
thalitamoscardi,,25.4,,,,,,,,,,,,,,,
Arnaldomatos22,,25.4,,,,,,,,,,,,,,,
FabioMaia1970,,25.38,,,,,,,,,,,,,,,
milenereis,,25.38,,,,,,,,,,,,,,,
caroldudufalcao,,25.37,,,,,,,,,,,,,,,
waspbr,,25.36,,,,,,,,,,,,,,,
LeiteRosinete,,25.36,,,,,,,,,,,,,,,
orincarica,,25.34,,,,,,,,,,,,,,,
CGcleyson,,25.32,,,,,,,,,,,,,,,
ciraosemfreio,,25.31,,,,,,,,,,,,,,,
eltonvieira,,25.28,,,,,,,,,,,,,,,
DercioBorges2,,25.28,,,,,,,,,,,,,,,
Paola_e_Rodolfo,,25.28,,,,,,,,,,,,,,,
scheiner_marcos,,25.27,,,,,,,,,,,,,,,
deilsondell,,25.25,,,,,,,,,,,,,,,
MariaFerrari72,,25.25,,,,,,,,,,,,,,,
MrSutoly,,25.19,,,,,,,,,,,,,,,
in_fabricio,,25.17,,,,,,,,,,,,,,,
DaviR007,,25.17,,,,,,,,,,,,,,,
rafurss,,25.14,,,,,,,,,,,,,,,
bolson_l,,25.14,,,,,,,,,,,,,,,
encrenca647,,25.12,,,,,,,,,,,,,,,
fmei1,,25.09,,,,,,,,,,,,,,,
Rafael_inacio0,,25.06,,,,,,,,,,,,,,,
021pauladiniz,,25.06,,,,,,,,,,,,,,,
Bolsotrooper38,,25.03,,,,,,,,,,,,,,,
Joelma11132,,25.01,,,,,,,,,,,,,,,
daniel_brl,,24.99,,,,,,,,,,,,,,,
jessicassq,,24.97,,,,,,,,,,,,,,,
Viniciusouza2,,24.97,,,,,,,,,,,,,,,
WellsHerrison,,24.96,,,,,,,,,,,,,,,
Carolina_2808,,24.94,,,,,,,,,,,,,,,
DanielHdeMelo,,24.9,,,,,,,,,,,,,,,
ViniciusLhamas,,24.89,,,,,,,,,,,,,,,
WillMachado11,,24.88,,,,,,,,,,,,,,,
Izabellamotta4,,24.86,,,,,,,,,,,,,,,
EnzoSlopes,,24.85,,,,,,,,,,,,,,,
cacobirolini,,24.84,,,,,,,,,,,,,,,
FelipeZorziCP,,24.82,,,,,,,,,,,,,,,
ale_mantovanini,,24.78,,,,,,,,,,,,,,,
Palomabm,,24.75,,,,,,,,,,,,,,,
Diego_Slopes,,24.73,,,,,,,,,,,,,,,
crsteps,,24.7,,,,,,,,,,,,,,,
vitorxandrade,,24.67,,,,,,,,,,,,,,,
kaiquerson_,,24.67,,,,,,,,,,,,,,,
melbrasilbr,,24.67,,,,,,,,,,,,,,,
DaniloSoMaia,,24.66,,,,,,,,,,,,,,,
claudiobpacheco,,24.65,,,,,,,,,,,,,,,
6e5d2b836557464,,24.64,,,,,,,,,,,,,,,
TiagoMe84,,24.53,,,,,,,,,,,,,,,
AssembleanaEdna,,24.48,,,,,,,,,,,,,,,
joarez32635637,,24.46,,,,,,,,,,,,,,,
ElenirTSoares,,24.45,,,,,,,,,,,,,,,
RogerioFeves,,24.43,,,,,,,,,,,,,,,
Jonas1O1sabio,,24.4,,,,,,,,,,,,,,,
AdriTSBC,,24.38,,,,,,,,,,,,,,,
PauloBritoeLu,,24.38,,,,,,,,,,,,,,,
REVIEWBRAZIL1,,24.36,,,,,,,,,,,,,,,
Nunes7Augusto,,24.35,,,,,,,,,,,,,,,
NelsonFranke,,24.35,,,,,,,,,,,,,,,
ValescaGiusepp3,,24.35,,,,,,,,,,,,,,,
Marcela36624995,,24.34,,,,,,,,,,,,,,,
aira_mello,,24.3,,,,,,,,,,,,,,,
urb_carlosgj,,24.25,,,,,,,,,,,,,,,
BrunnoBarcelos,,24.22,,,,,,,,,,,,,,,
GadenzRudinei,,24.21,,,,,,,,,,,,,,,
gneycard,,24.21,,,,,,,,,,,,,,,
BolsonaroDoCS,,24.21,,,,,,,,,,,,,,,
SoniaPereiraFe5,,24.2,,,,,,,,,,,,,,,
FabioranieriFb,,24.2,,,,,,,,,,,,,,,
rla_amanda,,24.18,,,,,,,,,,,,,,,
JPAlencar15,,24.16,,,,,,,,,,,,,,,
Jabesbf,,24.15,,,,,,,,,,,,,,,
MarceloZenatti,,24.14,,,,,,,,,,,,,,,
anaclaramcpa,,24.08,,,,,,,,,,,,,,,
RitalinaSurtada,,24.01,,,,,,,,,,,,,,,
sersobrio,,24.01,,,,,,,,,,,,,,,
TacianaValle,,23.96,,,,,,,,,,,,,,,
JosivanDireita,,23.93,,,,,,,,,,,,,,,
_RaptorX_,,23.91,,,,,,,,,,,,,,,
DivinoAndre02,,23.9,,,,,,,,,,,,,,,
claudiasandro10,,23.89,,,,,,,,,,,,,,,
EversonWolf,,23.89,,,,,,,,,,,,,,,
TelmaGomesDaS10,,23.88,,,,,,,,,,,,,,,
Negocin31,,23.88,,,,,,,,,,,,,,,
leoschoneborn19,,23.88,,,,,,,,,,,,,,,
rosecs20,,23.86,,,,,,,,,,,,,,,
mmattos4,,23.86,,,,,,,,,,,,,,,
brunovaldeir,,23.85,,,,,,,,,,,,,,,
Sponer,,23.85,,,,,,,,,,,,,,,
VGadiolli,,23.82,,,,,,,,,,,,,,,
amistocles,,23.81,,,,,,,,,,,,,,,
na_paula7,,23.79,,,,,,,,,,,,,,,
Lucasalvesd17,,23.74,,,,,,,,,,,,,,,
Relvas_BR,,23.71,,,,,,,,,,,,,,,
HenriqueTx_,,23.71,,,,,,,,,,,,,,,
lmscaliza,,23.69,,,,,,,,,,,,,,,
Elcara85795236,,23.68,,,,,,,,,,,,,,,
senhoritaperola,,23.67,,,,,,,,,,,,,,,
PauloCespedes,,23.67,,,,,,,,,,,,,,,
gaysdedireita22,,23.66,,,,,,,,,,,,,,,
cavallin_br,,23.64,,,,,,,,,,,,,,,
SilSilnyc,,23.63,,,,,,,,,,,,,,,
KuwakinoMarcio,,23.6,,,,,,,,,,,,,,,
Michel_Amanajas,,23.6,,,,,,,,,,,,,,,
alopes11,,23.52,,,,,,,,,,,,,,,
RenanRamosdeAl2,,23.51,,,,,,,,,,,,,,,
dudahrg,,23.49,,,,,,,,,,,,,,,
William66804702,,23.47,,,,,,,,,,,,,,,
na_pcal,,23.45,,,,,,,,,,,,,,,
FlatLand46,,23.45,,,,,,,,,,,,,,,
abelhabrilhosa1,,23.45,,,,,,,,,,,,,,,
baldochi73,,23.44,,,,,,,,,,,,,,,
OAnticomunistaa,,23.39,,,,,,,,,,,,,,,
eupedrofreire,,23.37,,,,,,,,,,,,,,,
gadnervieira,,23.35,,,,,,,,,,,,,,,
Raquel82214840,,23.31,,,,,,,,,,,,,,,
cirodeicarai,,23.3,,,,,,,,,,,,,,,
LZalaquett,,23.28,,,,,,,,,,,,,,,
Jhonatan_2181,,23.28,,,,,,,,,,,,,,,
carlosdesouzad2,,23.28,,,,,,,,,,,,,,,
Francesca_Fern,,23.26,,,,,,,,,,,,,,,
lopesgenevaldo5,,23.24,,,,,,,,,,,,,,,
iaxds,,23.24,,,,,,,,,,,,,,,
PauloHFCortes,,23.24,,,,,,,,,,,,,,,
SolMariTerceiro,,23.22,,,,,,,,,,,,,,,
francamarcio12,,23.21,,,,,,,,,,,,,,,
AfonsoSchneide1,,23.2,,,,,,,,,,,,,,,
GCM553,,23.2,,,,,,,,,,,,,,,
DaniloOM1771,,23.18,,,,,,,,,,,,,,,
OldComcsFan,,23.17,,,,,,,,,,,,,,,
SilashLessa,,23.16,,,,,,,,,,,,,,,
WagnerPaula71,,23.15,,,,,,,,,,,,,,,
JEFTEGABRIEL7,,23.15,,,,,,,,,,,,,,,
luafreitasouza,,23.08,,,,,,,,,,,,,,,
ander_98_silva,,23.07,,,,,,,,,,,,,,,
add4e90fb6f7472,,23.05,,,,,,,,,,,,,,,
AUGUSTOZAMORA,,23.04,,,,,,,,,,,,,,,
angelusc81,,23.03,,,,,,,,,,,,,,,
RapazinhoN,,23.02,,,,,,,,,,,,,,,
OlhinhosVirados,,22.99,,,,,,,,,,,,,,,
hudsonpcoelho,,22.99,,,,,,,,,,,,,,,
Duarte_JP,,22.98,,,,,,,,,,,,,,,
neilson_cunha,,22.97,,,,,,,,,,,,,,,
CarameloTopia,,22.96,,,,,,,,,,,,,,,
rodrigoMarxKate,,22.95,,,,,,,,,,,,,,,
lilian_tre,,22.92,,,,,,,,,,,,,,,
DennedyC,,22.88,,,,,,,,,,,,,,,
renatocorreiabh,,22.8,,,,,,,,,,,,,,,
TheDagostin,,22.78,,,,,,,,,,,,,,,
Phbatista0,,22.74,,,,,,,,,,,,,,,
walacelemos,,22.73,,,,,,,,,,,,,,,
MichelOliver75,,22.7,,,,,,,,,,,,,,,
DireitaBR21,,22.69,,,,,,,,,,,,,,,
alexyoko6,,22.69,,,,,,,,,,,,,,,
MarcosGlienke,,22.69,,,,,,,,,,,,,,,
JhonyAdv,,22.65,,,,,,,,,,,,,,,
LemeNereide,,22.63,,,,,,,,,,,,,,,
Samir_luis,,22.63,,,,,,,,,,,,,,,
MouraoEdu,,22.6,,,,,,,,,,,,,,,
welsonvicente,,22.59,,,,,,,,,,,,,,,
direita_sergipe,,22.53,,,,,,,,,,,,,,,
fernando_siq,,22.53,,,,,,,,,,,,,,,
lauaaaana,,22.52,,,,,,,,,,,,,,,
batatabyte,,22.51,,,,,,,,,,,,,,,
pr_belem,,22.51,,,,,,,,,,,,,,,
JuliermeBlank,,22.5,,,,,,,,,,,,,,,
brasileira01,,22.47,,,,,,,,,,,,,,,
sandraassu,,22.46,,,,,,,,,,,,,,,
Fracinilson2,,22.45,,,,,,,,,,,,,,,
hermanoocardoso,,22.43,,,,,,,,,,,,,,,
LafereFla,,22.43,,,,,,,,,,,,,,,
AmazonicTiger,,22.41,,,,,,,,,,,,,,,
JohnnyBolsorin1,,22.39,,,,,,,,,,,,,,,
fvc1979,,22.38,,,,,,,,,,,,,,,
FernandaLuzCMo1,,22.38,,,,,,,,,,,,,,,
JeremiasAloisio,,22.38,,,,,,,,,,,,,,,
marcostriesth,,22.38,,,,,,,,,,,,,,,
CristianoWrass2,,22.37,,,,,,,,,,,,,,,
edu22lima,,22.36,,,,,,,,,,,,,,,
NandaNei,,22.32,,,,,,,,,,,,,,,
DouglasCorce,,22.32,,,,,,,,,,,,,,,
pedrindosj,,22.3,,,,,,,,,,,,,,,
MarliZsolt,,22.29,,,,,,,,,,,,,,,
ConservadoraMae,,22.28,,,,,,,,,,,,,,,
lucasborges444,,22.26,,,,,,,,,,,,,,,
tucatourinho,,22.2,,,,,,,,,,,,,,,
julianoperetti0,,22.2,,,,,,,,,,,,,,,
RafaelM47559405,,22.17,,,,,,,,,,,,,,,
Cleiton33656789,,22.15,,,,,,,,,,,,,,,
felipeyamin1,,22.14,,,,,,,,,,,,,,,
brunosmota,,22.13,,,,,,,,,,,,,,,
ddamorim,,22.12,,,,,,,,,,,,,,,
Jose_Luiz_Braz,,22.12,,,,,,,,,,,,,,,
alessandromend,,22.12,,,,,,,,,,,,,,,
AntonisioFurta1,,22.11,,,,,,,,,,,,,,,
chrys44LH,,22.1,,,,,,,,,,,,,,,
bloqueadoalmn,,22.06,,,,,,,,,,,,,,,
SallesAlandra,,22.04,,,,,,,,,,,,,,,
VinilDani,,22.04,,,,,,,,,,,,,,,
Marinaches2,,22.03,,,,,,,,,,,,,,,
jefsalbuquerque,,22.02,,,,,,,,,,,,,,,
keilaBrasilsou1,,21.97,,,,,,,,,,,,,,,
JoaoBMFornari,,21.97,,,,,,,,,,,,,,,
Nahdyj,,21.96,,,,,,,,,,,,,,,
JoaoLohmann,,21.91,,,,,,,,,,,,,,,
marleicortelio,,21.89,,,,,,,,,,,,,,,
thiagolagden,,21.87,,,,,,,,,,,,,,,
ZBosominion,,21.87,,,,,,,,,,,,,,,
syleet,,21.85,,,,,,,,,,,,,,,
km_helder,,21.85,,,,,,,,,,,,,,,
Pobreressentido,,21.85,,,,,,,,,,,,,,,
EmersonPablo9,,21.84,,,,,,,,,,,,,,,
milagre12,,21.83,,,,,,,,,,,,,,,
rafa_andreazzi1,,21.82,,,,,,,,,,,,,,,
SrgioCristian12,,21.82,,,,,,,,,,,,,,,
jorgecatunda1,,21.81,,,,,,,,,,,,,,,
prcesargsilva,,21.81,,,,,,,,,,,,,,,
superfon777,,21.81,,,,,,,,,,,,,,,
de_jfg,,21.8,,,,,,,,,,,,,,,
LucioFlavioGom8,,21.78,,,,,,,,,,,,,,,
dboscoli,,21.76,,,,,,,,,,,,,,,
tionpham,,21.71,,,,,,,,,,,,,,,
PaulaRosferre,,21.7,,,,,,,,,,,,,,,
paulo_ribeiro31,,21.65,,,,,,,,,,,,,,,
Rafaelunardello,,21.64,,,,,,,,,,,,,,,
tinaxmarquez,,21.62,,,,,,,,,,,,,,,
Angelicastafor,,21.6,,,,,,,,,,,,,,,
Lanayanada,,21.59,,,,,,,,,,,,,,,
pney55,,21.59,,,,,,,,,,,,,,,
r_amadeu,,21.58,,,,,,,,,,,,,,,
FabianaPaulo10,,21.56,,,,,,,,,,,,,,,
ElcioAPPTMota,,21.56,,,,,,,,,,,,,,,
rafael10gomes11,,21.55,,,,,,,,,,,,,,,
AnaFog1,,21.54,,,,,,,,,,,,,,,
IsaacDelfino,,21.52,,,,,,,,,,,,,,,
LFGweed,,21.5,,,,,,,,,,,,,,,
errepege,,21.49,,,,,,,,,,,,,,,
