Perfil Twitter,Mensagem de Erro,Análise Total,Análise Amigos,Análise Temporal,Análise Rede,Análise Sentimento,URL do Perfil,Avatar do Perfil,ID do Usuário,Nome do Usuário,Criação da conta,Seguindo,Seguidores,Número de Tweets,Hashtags Recentes,Menções Recentes,Usou Cache
MarcosC35853247,,95.95,,,,,,,,,,,,,,,
Matego44892285,,95.95,,,,,,,,,,,,,,,
g7g58970116,,95.92,,,,,,,,,,,,,,,
Daniela00973721,,95.9,,,,,,,,,,,,,,,
SILVA40713178,,95.89,,,,,,,,,,,,,,,
magon_debora,,95.88,,,,,,,,,,,,,,,
madrynha2012,,95.88,,,,,,,,,,,,,,,
Haka23131098,,95.88,,,,,,,,,,,,,,,
GeBolsonaro,,95.87,,,,,,,,,,,,,,,
tgarcia28228427,,95.87,,,,,,,,,,,,,,,
Valdete51335983,,95.86,,,,,,,,,,,,,,,
MarizMarcella,,95.86,,,,,,,,,,,,,,,
JosBelo58386947,,95.85,,,,,,,,,,,,,,,
reinald70684680,,95.85,,,,,,,,,,,,,,,
Bolsona97818658,,95.85,,,,,,,,,,,,,,,
Edevald74885374,,95.85,,,,,,,,,,,,,,,
DouglasCorreaR3,,95.83,,,,,,,,,,,,,,,
Valeria87593111,,95.83,,,,,,,,,,,,,,,
sueli_st,,95.83,,,,,,,,,,,,,,,
eudesreino,,95.83,,,,,,,,,,,,,,,
martacecilial17,,95.83,,,,,,,,,,,,,,,
cjpabreu,,95.82,,,,,,,,,,,,,,,
Silva1Dr,,95.82,,,,,,,,,,,,,,,
junio_palestra,,95.81,,,,,,,,,,,,,,,
Mauro75160548,,95.79,,,,,,,,,,,,,,,
Ricardo25905451,,95.78,,,,,,,,,,,,,,,
JoelBat33720077,,95.78,,,,,,,,,,,,,,,
Evandro00493594,,95.77,,,,,,,,,,,,,,,
Fabiana52560572,,95.77,,,,,,,,,,,,,,,
Fabiano84416454,,95.76,,,,,,,,,,,,,,,
oservo144000,,95.76,,,,,,,,,,,,,,,
Carla44886931,,95.76,,,,,,,,,,,,,,,
JooBati73339026,,95.76,,,,,,,,,,,,,,,
LumaMRBraz,,95.75,,,,,,,,,,,,,,,
VilsonRafael,,95.73,,,,,,,,,,,,,,,
RenatoChada,,95.73,,,,,,,,,,,,,,,
Isabela_ferr_,,95.72,,,,,,,,,,,,,,,
ronniepachecorj,,95.72,,,,,,,,,,,,,,,
celiagomes6,,95.71,,,,,,,,,,,,,,,
Johnnyy32669979,,95.7,,,,,,,,,,,,,,,
Luciano37928016,,95.7,,,,,,,,,,,,,,,
FabioMa12060332,,95.7,,,,,,,,,,,,,,,
Raimund93080938,,95.7,,,,,,,,,,,,,,,
Marciof03019030,,95.7,,,,,,,,,,,,,,,
eliezer54262267,,95.69,,,,,,,,,,,,,,,
jonhjon71854520,,95.67,,,,,,,,,,,,,,,
MarcosDeSalesC1,,95.67,,,,,,,,,,,,,,,
WagnerW007,,95.67,,,,,,,,,,,,,,,
rcv1959,,95.67,,,,,,,,,,,,,,,
malfatti_rose,,95.66,,,,,,,,,,,,,,,
SergioThome3,,95.66,,,,,,,,,,,,,,,
xandevolp,,95.66,,,,,,,,,,,,,,,
Marcelospg2922,,95.66,,,,,,,,,,,,,,,
Lindoma53204923,,95.64,,,,,,,,,,,,,,,
AlexSan70808720,,95.64,,,,,,,,,,,,,,,
tomcatspeedi,,95.64,,,,,,,,,,,,,,,
LuizB1971,,95.63,,,,,,,,,,,,,,,
Andre72680773,,95.63,,,,,,,,,,,,,,,
Sobrevi13163285,,95.62,,,,,,,,,,,,,,,
DoulosJorge,,95.62,,,,,,,,,,,,,,,
Marcos79384987,,95.6,,,,,,,,,,,,,,,
Roberto_68092,,95.58,,,,,,,,,,,,,,,
VitorPa32820100,,95.58,,,,,,,,,,,,,,,
Simio_pensador,,95.58,,,,,,,,,,,,,,,
fbiosoli,,95.57,,,,,,,,,,,,,,,
RamosSchelesky,,95.57,,,,,,,,,,,,,,,
Lula1339325775,,95.56,,,,,,,,,,,,,,,
Anapaul20309320,,95.56,,,,,,,,,,,,,,,
emerson33862097,,95.56,,,,,,,,,,,,,,,
Marcela70429565,,95.56,,,,,,,,,,,,,,,
Antonio48777310,,95.55,,,,,,,,,,,,,,,
ALESSAN05623880,,95.55,,,,,,,,,,,,,,,
kelseiabreu,,95.54,,,,,,,,,,,,,,,
valentina_soll,,95.54,,,,,,,,,,,,,,,
riosul2012,,95.54,,,,,,,,,,,,,,,
CanalBender,,95.52,,,,,,,,,,,,,,,
Aylton44114455,,95.52,,,,,,,,,,,,,,,
Mendes62071219,,95.51,,,,,,,,,,,,,,,
WilsonA97158779,,95.51,,,,,,,,,,,,,,,
JosdeOl00871061,,95.51,,,,,,,,,,,,,,,
Guilher67086495,,95.51,,,,,,,,,,,,,,,
MallowBr2,,95.51,,,,,,,,,,,,,,,
CarlosA12188475,,95.5,,,,,,,,,,,,,,,
sarabel20718075,,95.5,,,,,,,,,,,,,,,
elisasi43586707,,95.49,,,,,,,,,,,,,,,
BetoFilmes2,,95.48,,,,,,,,,,,,,,,
madureirax,,95.48,,,,,,,,,,,,,,,
CotiElesbao,,95.48,,,,,,,,,,,,,,,
Pqdt77625,,95.47,,,,,,,,,,,,,,,
samusaraiva,,95.47,,,,,,,,,,,,,,,
tinaranz1952,,95.45,,,,,,,,,,,,,,,
MarciaM30248159,,95.45,,,,,,,,,,,,,,,
claudio82698584,,95.45,,,,,,,,,,,,,,,
Marcao_Nem,,95.44,,,,,,,,,,,,,,,
BergMartins14,,95.43,,,,,,,,,,,,,,,
Eliza96590664,,95.43,,,,,,,,,,,,,,,
GALEGOBCQ,,95.43,,,,,,,,,,,,,,,
bitenvida,,95.42,,,,,,,,,,,,,,,
OInquisidorX,,95.42,,,,,,,,,,,,,,,
MariaMa99655306,,95.41,,,,,,,,,,,,,,,
DagmarP50467206,,95.41,,,,,,,,,,,,,,,
rafael1234wind2,,95.4,,,,,,,,,,,,,,,
MariaEl47568665,,95.4,,,,,,,,,,,,,,,
Marcelo98125330,,95.4,,,,,,,,,,,,,,,
PauloMe56766141,,95.4,,,,,,,,,,,,,,,
Antoniodiver2,,95.4,,,,,,,,,,,,,,,
Ricardo91526789,,95.4,,,,,,,,,,,,,,,
MSR19782,,95.4,,,,,,,,,,,,,,,
WilsonAlmeidad3,,95.4,,,,,,,,,,,,,,,
Olecram69323540,,95.39,,,,,,,,,,,,,,,
Mrcia72256400,,95.39,,,,,,,,,,,,,,,
MrcioSi51543932,,95.38,,,,,,,,,,,,,,,
Emerson46528551,,95.38,,,,,,,,,,,,,,,
VictorA70286753,,95.38,,,,,,,,,,,,,,,
AndrLui52190537,,95.37,,,,,,,,,,,,,,,
GeologoLuciano,,95.36,,,,,,,,,,,,,,,
jaaba121,,95.36,,,,,,,,,,,,,,,
aloecio_p,,95.36,,,,,,,,,,,,,,,
EduRang05208435,,95.36,,,,,,,,,,,,,,,
Francis27000971,,95.36,,,,,,,,,,,,,,,
openet67,,95.35,,,,,,,,,,,,,,,
rfsilva80,,95.34,,,,,,,,,,,,,,,
BarcirrRN,,95.34,,,,,,,,,,,,,,,
SeuLungafala,,95.33,,,,,,,,,,,,,,,
Fernand97131149,,95.3,,,,,,,,,,,,,,,
Carva89717062,,95.3,,,,,,,,,,,,,,,
erlenmorita1,,95.3,,,,,,,,,,,,,,,
Eyesoftiger1236,,95.3,,,,,,,,,,,,,,,
ArnaldodPaiva,,95.29,,,,,,,,,,,,,,,
Carlos210976,,95.29,,,,,,,,,,,,,,,
silviadansouza,,95.29,,,,,,,,,,,,,,,
BoiaRenato,,95.28,,,,,,,,,,,,,,,
Nordestino38,,95.28,,,,,,,,,,,,,,,
salemsantos43,,95.28,,,,,,,,,,,,,,,
elizete28965310,,95.28,,,,,,,,,,,,,,,
rodrigosub_rj,,95.28,,,,,,,,,,,,,,,
Euffernando,,95.28,,,,,,,,,,,,,,,
PauloK47095146,,95.28,,,,,,,,,,,,,,,
Wanders89329223,,95.27,,,,,,,,,,,,,,,
sammirsmoreira1,,95.27,,,,,,,,,,,,,,,
DantasD64538479,,95.26,,,,,,,,,,,,,,,
SoniaGu88759548,,95.26,,,,,,,,,,,,,,,
AnisterjaneFerr,,95.26,,,,,,,,,,,,,,,
raquelsantos303,,95.25,,,,,,,,,,,,,,,
TolesanoCarlos,,95.24,,,,,,,,,,,,,,,
samarahlello,,95.23,,,,,,,,,,,,,,,
Fs71Timoteo,,95.22,,,,,,,,,,,,,,,
Claudio71167106,,95.21,,,,,,,,,,,,,,,
Ricardo21413033,,95.2,,,,,,,,,,,,,,,
Carlosviana2023,,95.2,,,,,,,,,,,,,,,
LuizCar77127401,,95.2,,,,,,,,,,,,,,,
roseli_guido,,95.19,,,,,,,,,,,,,,,
JESSICA72004373,,95.19,,,,,,,,,,,,,,,
Laynne16512873,,95.19,,,,,,,,,,,,,,,
Robert_jus,,95.19,,,,,,,,,,,,,,,
Ronaldo21071985,,95.18,,,,,,,,,,,,,,,
MarioH09906244,,95.18,,,,,,,,,,,,,,,
Sisi96941393,,95.17,,,,,,,,,,,,,,,
Fabiano91459801,,95.17,,,,,,,,,,,,,,,
lynjohn67936075,,95.17,,,,,,,,,,,,,,,
Andress11878215,,95.17,,,,,,,,,,,,,,,
RobsonC50239368,,95.17,,,,,,,,,,,,,,,
Vivianbottega,,95.17,,,,,,,,,,,,,,,
Evandro77405507,,95.17,,,,,,,,,,,,,,,
navegad71842927,,95.17,,,,,,,,,,,,,,,
Welling00753599,,95.17,,,,,,,,,,,,,,,
cristina222222,,95.15,,,,,,,,,,,,,,,
Angelgrim5,,95.15,,,,,,,,,,,,,,,
edineia85246604,,95.14,,,,,,,,,,,,,,,
BrunoMa72106920,,95.14,,,,,,,,,,,,,,,
mename29016356,,95.14,,,,,,,,,,,,,,,
JoRousselet1,,95.12,,,,,,,,,,,,,,,
Marcelocsil,,95.12,,,,,,,,,,,,,,,
nauracsilva,,95.12,,,,,,,,,,,,,,,
JrVendraminiR,,95.12,,,,,,,,,,,,,,,
LlppRafael,,95.12,,,,,,,,,,,,,,,
maraja2000,,95.12,,,,,,,,,,,,,,,
eliezerxp,,95.1,,,,,,,,,,,,,,,
SERGIOBAENSPA,,95.1,,,,,,,,,,,,,,,
MacielRafante,,95.1,,,,,,,,,,,,,,,
gabigcaceres,,95.09,,,,,,,,,,,,,,,
San40696725,,95.09,,,,,,,,,,,,,,,
Marcio983049346,,95.09,,,,,,,,,,,,,,,
Pauloce09283195,,95.09,,,,,,,,,,,,,,,
manoel54275272,,95.09,,,,,,,,,,,,,,,
jeffersonnobres,,95.08,,,,,,,,,,,,,,,
FiamonciniElton,,95.08,,,,,,,,,,,,,,,
LuisMascarello1,,95.08,,,,,,,,,,,,,,,
JosCarl48887620,,95.07,,,,,,,,,,,,,,,
AAndreoni,,95.06,,,,,,,,,,,,,,,
Reginaldojl,,95.06,,,,,,,,,,,,,,,
Saimon72097124,,95.06,,,,,,,,,,,,,,,
abencoada63,,95.05,,,,,,,,,,,,,,,
PAULORO81203676,,95.04,,,,,,,,,,,,,,,
Lucas06613436,,95.04,,,,,,,,,,,,,,,
Antonio91152382,,95.04,,,,,,,,,,,,,,,
Luizcla43784517,,95.04,,,,,,,,,,,,,,,
8Astaro,,95.03,,,,,,,,,,,,,,,
Carvalhorp2,,95.03,,,,,,,,,,,,,,,
joaomar56345454,,95.03,,,,,,,,,,,,,,,
19nando74,,95.03,,,,,,,,,,,,,,,
abc_azul,,95.03,,,,,,,,,,,,,,,
Patrici76455149,,95.02,,,,,,,,,,,,,,,
MariaTe02961558,,95.01,,,,,,,,,,,,,,,
Everaldomagal16,,95.01,,,,,,,,,,,,,,,
Go3Mario,,94.99,,,,,,,,,,,,,,,
ManoelD29576698,,94.99,,,,,,,,,,,,,,,
Marilen77315903,,94.99,,,,,,,,,,,,,,,
Meg39149387,,94.99,,,,,,,,,,,,,,,
Ande88646391,,94.98,,,,,,,,,,,,,,,
AfranioNaves,,94.97,,,,,,,,,,,,,,,
Rodrigo01276184,,94.97,,,,,,,,,,,,,,,
Washing12078997,,94.97,,,,,,,,,,,,,,,
sergio_brummer,,94.97,,,,,,,,,,,,,,,
NelsonF32159822,,94.97,,,,,,,,,,,,,,,
DrAlfredoLopes_,,94.96,,,,,,,,,,,,,,,
Jacksonjkfds,,94.96,,,,,,,,,,,,,,,
Wagner22309158,,94.96,,,,,,,,,,,,,,,
francristi,,94.96,,,,,,,,,,,,,,,
ValmorRodrigu19,,94.95,,,,,,,,,,,,,,,
Carlos36363400,,94.95,,,,,,,,,,,,,,,
JoaoCar51512502,,94.95,,,,,,,,,,,,,,,
AliceAssanome,,94.94,,,,,,,,,,,,,,,
AndrLuizFerre16,,94.94,,,,,,,,,,,,,,,
LuanaPa76021782,,94.93,,,,,,,,,,,,,,,
LuizTav66618298,,94.93,,,,,,,,,,,,,,,
Cidda11,,94.93,,,,,,,,,,,,,,,
RosyMar48591209,,94.93,,,,,,,,,,,,,,,
DiegoFabiano_35,,94.93,,,,,,,,,,,,,,,
letybarcelos1,,94.93,,,,,,,,,,,,,,,
NiltonL60476385,,94.93,,,,,,,,,,,,,,,
Cristin47815872,,94.92,,,,,,,,,,,,,,,
Welling99572896,,94.92,,,,,,,,,,,,,,,
PalaSk8,,94.92,,,,,,,,,,,,,,,
ZAndreiko,,94.92,,,,,,,,,,,,,,,
Genival97676067,,94.91,,,,,,,,,,,,,,,
JoseEneasSilva1,,94.91,,,,,,,,,,,,,,,
Djan00392004,,94.91,,,,,,,,,,,,,,,
Josealvarenga0,,94.9,,,,,,,,,,,,,,,
Reginaldo8ou80,,94.9,,,,,,,,,,,,,,,
DJPINGOFFF,,94.9,,,,,,,,,,,,,,,
Nanci74421366,,94.9,,,,,,,,,,,,,,,
59e98588b51a4eb,,94.9,,,,,,,,,,,,,,,
JosPere05881223,,94.88,,,,,,,,,,,,,,,
BragaSirney,,94.88,,,,,,,,,,,,,,,
jvianaoliveira,,94.87,,,,,,,,,,,,,,,
Rhana77886942,,94.87,,,,,,,,,,,,,,,
FabresCarla,,94.87,,,,,,,,,,,,,,,
williancastell9,,94.85,,,,,,,,,,,,,,,
MauricioBrasil1,,94.85,,,,,,,,,,,,,,,
marquessileni,,94.84,,,,,,,,,,,,,,,
weslersoncarlos,,94.84,,,,,,,,,,,,,,,
ENEIDEALVES22,,94.84,,,,,,,,,,,,,,,
crelialeal,,94.84,,,,,,,,,,,,,,,
martinymartiny,,94.84,,,,,,,,,,,,,,,
Marcia160564,,94.82,,,,,,,,,,,,,,,
Francis81868501,,94.82,,,,,,,,,,,,,,,
guilher94392441,,94.8,,,,,,,,,,,,,,,
ENygmatyko,,94.79,,,,,,,,,,,,,,,
Josehelsiohotm1,,94.78,,,,,,,,,,,,,,,
TIOAPOLO1,,94.78,,,,,,,,,,,,,,,
ejmorais59,,94.75,,,,,,,,,,,,,,,
CliffRaposo,,94.74,,,,,,,,,,,,,,,
JOILSON84537483,,94.74,,,,,,,,,,,,,,,
14eaeb6ba9fc4b3,,94.73,,,,,,,,,,,,,,,
Leonardo210679,,94.69,,,,,,,,,,,,,,,
mariaap74704308,,94.69,,,,,,,,,,,,,,,
Fernand45951614,,94.68,,,,,,,,,,,,,,,
JuniorO42038164,,94.66,,,,,,,,,,,,,,,
Antonio33665188,,94.66,,,,,,,,,,,,,,,
CostaAndre2021,,94.65,,,,,,,,,,,,,,,
Alessan92350891,,94.65,,,,,,,,,,,,,,,
leandro12141757,,94.65,,,,,,,,,,,,,,,
Fernand00397389,,94.65,,,,,,,,,,,,,,,
fred00425,,94.65,,,,,,,,,,,,,,,
Silva29020432,,94.61,,,,,,,,,,,,,,,
LiborioGil,,94.61,,,,,,,,,,,,,,,
ElianeReal3,,94.61,,,,,,,,,,,,,,,
ThullerJose,,94.61,,,,,,,,,,,,,,,
BolsonaroJaf,,94.61,,,,,,,,,,,,,,,
GuinaHolanda,,94.61,,,,,,,,,,,,,,,
diogenes385,,94.61,,,,,,,,,,,,,,,
Mariame19970907,,94.6,,,,,,,,,,,,,,,
Vandapropatria,,94.59,,,,,,,,,,,,,,,
RHOLLANDA,,94.59,,,,,,,,,,,,,,,
kaduscarpin,,94.59,,,,,,,,,,,,,,,
Isabelle_isa07,,94.58,,,,,,,,,,,,,,,
JTravensolo,,94.58,,,,,,,,,,,,,,,
jacas34,,94.57,,,,,,,,,,,,,,,
PauloCe33084939,,94.56,,,,,,,,,,,,,,,
RitaCam47019779,,94.55,,,,,,,,,,,,,,,
RL73213343,,94.54,,,,,,,,,,,,,,,
JorgeGo08987896,,94.54,,,,,,,,,,,,,,,
FraternalIi,,94.54,,,,,,,,,,,,,,,
WilsonS47487399,,94.53,,,,,,,,,,,,,,,
diulsavillas,,94.53,,,,,,,,,,,,,,,
Deivid94179074,,94.53,,,,,,,,,,,,,,,
ROSICLERCANTAR3,,94.53,,,,,,,,,,,,,,,
CastfShirley,,94.53,,,,,,,,,,,,,,,
Patty223769201,,94.53,,,,,,,,,,,,,,,
LedaViana92,,94.52,,,,,,,,,,,,,,,
MateusM03438130,,94.52,,,,,,,,,,,,,,,
LuizCes39781662,,94.51,,,,,,,,,,,,,,,
_EM_GOTAS,,94.51,,,,,,,,,,,,,,,
Rosi072823,,94.5,,,,,,,,,,,,,,,
bluiz2010,,94.5,,,,,,,,,,,,,,,
neca2022,,94.5,,,,,,,,,,,,,,,
joquari,,94.49,,,,,,,,,,,,,,,
JosRobe21704014,,94.49,,,,,,,,,,,,,,,
mariafi44583029,,94.49,,,,,,,,,,,,,,,
valdygv,,94.48,,,,,,,,,,,,,,,
martinsnetto,,94.48,,,,,,,,,,,,,,,
Venuto761,,94.47,,,,,,,,,,,,,,,
ANTONIO2703711,,94.47,,,,,,,,,,,,,,,
SpSalete,,94.46,,,,,,,,,,,,,,,
Wanderl73631666,,94.46,,,,,,,,,,,,,,,
marques62478593,,94.46,,,,,,,,,,,,,,,
jfmmarco,,94.46,,,,,,,,,,,,,,,
AF_Guarulhos,,94.46,,,,,,,,,,,,,,,
Martins89572126,,94.46,,,,,,,,,,,,,,,
Viviann51143900,,94.46,,,,,,,,,,,,,,,
CelioGa90858040,,94.46,,,,,,,,,,,,,,,
LuizEdu29812978,,94.45,,,,,,,,,,,,,,,
lianamar14,,94.44,,,,,,,,,,,,,,,
FranjMK1963,,94.44,,,,,,,,,,,,,,,
Patrici89298006,,94.44,,,,,,,,,,,,,,,
michelle_leles,,94.44,,,,,,,,,,,,,,,
Roberto38845366,,94.43,,,,,,,,,,,,,,,
Da22467208,,94.43,,,,,,,,,,,,,,,
Misaelpqdt76431,,94.43,,,,,,,,,,,,,,,
rbzatti,,94.42,,,,,,,,,,,,,,,
MaxOliv53097029,,94.42,,,,,,,,,,,,,,,
claudiomaciel22,,94.42,,,,,,,,,,,,,,,
clelson_pereira,,94.42,,,,,,,,,,,,,,,
foraEsquerdaB,,94.42,,,,,,,,,,,,,,,
scarreras1,,94.41,,,,,,,,,,,,,,,
Newton15815433,,94.41,,,,,,,,,,,,,,,
ArqRaphaelI,,94.41,,,,,,,,,,,,,,,
JesusTarciso,,94.4,,,,,,,,,,,,,,,
denise78879397,,94.39,,,,,,,,,,,,,,,
mvmpiccoli,,94.39,,,,,,,,,,,,,,,
Marlondoca,,94.39,,,,,,,,,,,,,,,
deiacontin01,,94.39,,,,,,,,,,,,,,,
Ravanellyjr,,94.38,,,,,,,,,,,,,,,
lialuiz,,94.38,,,,,,,,,,,,,,,
mytsacarla,,94.38,,,,,,,,,,,,,,,
Maurici11905560,,94.37,,,,,,,,,,,,,,,
MaraPezzolo,,94.37,,,,,,,,,,,,,,,
Rodrigo89789957,,94.37,,,,,,,,,,,,,,,
adrenal1na79,,94.36,,,,,,,,,,,,,,,
RafaelG64084392,,94.36,,,,,,,,,,,,,,,
Joseney04879082,,94.35,,,,,,,,,,,,,,,
Stanleyhaddd,,94.34,,,,,,,,,,,,,,,
Gabriel45327217,,94.34,,,,,,,,,,,,,,,
WladimirMoreir5,,94.34,,,,,,,,,,,,,,,
dezim78191830,,94.34,,,,,,,,,,,,,,,
doracy38972370,,94.34,,,,,,,,,,,,,,,
ReginaF52701631,,94.33,,,,,,,,,,,,,,,
Simone63389054,,94.33,,,,,,,,,,,,,,,
Heliobb55931220,,94.33,,,,,,,,,,,,,,,
GtbaMarcia,,94.32,,,,,,,,,,,,,,,
NattyAl12850080,,94.32,,,,,,,,,,,,,,,
lulupoderosa68,,94.32,,,,,,,,,,,,,,,
Manoel20109825,,94.31,,,,,,,,,,,,,,,
EmNomedaRosa2,,94.3,,,,,,,,,,,,,,,
ridamici,,94.29,,,,,,,,,,,,,,,
rosanagazola,,94.29,,,,,,,,,,,,,,,
mesquita_ferraz,,94.28,,,,,,,,,,,,,,,
ovasco71,,94.27,,,,,,,,,,,,,,,
claudioeris,,94.23,,,,,,,,,,,,,,,
Jardel24679044,,94.23,,,,,,,,,,,,,,,
shirleilima123,,94.22,,,,,,,,,,,,,,,
Acontecegyn,,94.22,,,,,,,,,,,,,,,
MariaMa96116273,,94.21,,,,,,,,,,,,,,,
celiolimat,,94.2,,,,,,,,,,,,,,,
lopesedgarpl,,94.2,,,,,,,,,,,,,,,
IvoReis96248955,,94.2,,,,,,,,,,,,,,,
Construtor13,,94.19,,,,,,,,,,,,,,,
HLascane,,94.19,,,,,,,,,,,,,,,
uariton,,94.19,,,,,,,,,,,,,,,
MaraLui99090324,,94.18,,,,,,,,,,,,,,,
CHF36722124,,94.17,,,,,,,,,,,,,,,
SolMorais22,,94.16,,,,,,,,,,,,,,,
GilsonC39837399,,94.16,,,,,,,,,,,,,,,
Razao17,,94.15,,,,,,,,,,,,,,,
PupioNilce,,94.14,,,,,,,,,,,,,,,
valdine02363528,,94.14,,,,,,,,,,,,,,,
JosHenr34743855,,94.14,,,,,,,,,,,,,,,
tonny_coxa,,94.14,,,,,,,,,,,,,,,
jesusde69803209,,94.14,,,,,,,,,,,,,,,
SidneiRudolf,,94.13,,,,,,,,,,,,,,,
OficialAdeodato,,94.12,,,,,,,,,,,,,,,
Flavio_Bottini,,94.12,,,,,,,,,,,,,,,
dede_pepper,,94.12,,,,,,,,,,,,,,,
Marcelo100rs100,,94.11,,,,,,,,,,,,,,,
Fernand66396534,,94.11,,,,,,,,,,,,,,,
ToneBorges,,94.1,,,,,,,,,,,,,,,
OzeasSiris,,94.1,,,,,,,,,,,,,,,
jairbianco66,,94.1,,,,,,,,,,,,,,,
MauroAl42795576,,94.1,,,,,,,,,,,,,,,
aleflemos96,,94.1,,,,,,,,,,,,,,,
CarlosRio62,,94.1,,,,,,,,,,,,,,,
edivaniodias,,94.1,,,,,,,,,,,,,,,
Andredeienno,,94.1,,,,,,,,,,,,,,,
CPavanJau,,94.1,,,,,,,,,,,,,,,
TigrinhaPND,,94.1,,,,,,,,,,,,,,,
DarlanFaita,,94.1,,,,,,,,,,,,,,,
holimargodoy,,94.1,,,,,,,,,,,,,,,
Alfa01Parizi,,94.1,,,,,,,,,,,,,,,
MrciaPinho7,,94.1,,,,,,,,,,,,,,,
Luciana87821705,,94.1,,,,,,,,,,,,,,,
TelmaOl03724960,,94.09,,,,,,,,,,,,,,,
ecaveavvl33,,94.08,,,,,,,,,,,,,,,
Adriano20140340,,94.08,,,,,,,,,,,,,,,
Mineiro_sjk,,94.07,,,,,,,,,,,,,,,
natfervicent,,94.07,,,,,,,,,,,,,,,
MarioDassi,,94.07,,,,,,,,,,,,,,,
NogLimJuarez,,94.07,,,,,,,,,,,,,,,
Alexand76829095,,94.06,,,,,,,,,,,,,,,
Junior07478316,,94.06,,,,,,,,,,,,,,,
ElisRam01791769,,94.06,,,,,,,,,,,,,,,
JosAntn09127638,,94.06,,,,,,,,,,,,,,,
Antonio67230318,,94.06,,,,,,,,,,,,,,,
renataf06042366,,94.05,,,,,,,,,,,,,,,
ElioESRocco,,94.05,,,,,,,,,,,,,,,
Gilbert28263475,,94.05,,,,,,,,,,,,,,,
cristin71980896,,94.04,,,,,,,,,,,,,,,
sissyarantes,,94.04,,,,,,,,,,,,,,,
Andreia77492009,,94.04,,,,,,,,,,,,,,,
Brasileirossb,,94.03,,,,,,,,,,,,,,,
Thiagodsp2,,94.03,,,,,,,,,,,,,,,
IvanNog27975064,,94.03,,,,,,,,,,,,,,,
JorgeCa41624240,,94.02,,,,,,,,,,,,,,,
JOSROMILDODAS15,,94.02,,,,,,,,,,,,,,,
lsfortes,,94.01,,,,,,,,,,,,,,,
jodomir,,94.01,,,,,,,,,,,,,,,
wania79289384,,94.01,,,,,,,,,,,,,,,
TavaresClem,,94.01,,,,,,,,,,,,,,,
GarcisAriel,,94.01,,,,,,,,,,,,,,,
mariajo22541810,,94.01,,,,,,,,,,,,,,,
AnnAShy09090909,,94.0,,,,,,,,,,,,,,,
jrdsbeto,,93.99,,,,,,,,,,,,,,,
EngEvolBR,,93.99,,,,,,,,,,,,,,,
RebeloEzequias,,93.99,,,,,,,,,,,,,,,
MariaLu41992760,,93.99,,,,,,,,,,,,,,,
Badernacast,,93.98,,,,,,,,,,,,,,,
NelsonR69631579,,93.98,,,,,,,,,,,,,,,
osneidelboni,,93.97,,,,,,,,,,,,,,,
17peacemaker,,93.97,,,,,,,,,,,,,,,
Douglas70211690,,93.97,,,,,,,,,,,,,,,
CascianoVidal,,93.97,,,,,,,,,,,,,,,
GaloneteAdriana,,93.96,,,,,,,,,,,,,,,
mauromdsd,,93.96,,,,,,,,,,,,,,,
capfonta,,93.96,,,,,,,,,,,,,,,
lunganzmg,,93.96,,,,,,,,,,,,,,,
marcelo_anp,,93.95,,,,,,,,,,,,,,,
Ritinha87477782,,93.95,,,,,,,,,,,,,,,
ennes_perola,,93.94,,,,,,,,,,,,,,,
rikrdobrilhante,,93.93,,,,,,,,,,,,,,,
Guilherme2702,,93.93,,,,,,,,,,,,,,,
RitaGom87238686,,93.93,,,,,,,,,,,,,,,
MeuAmadoRabiMR,,93.93,,,,,,,,,,,,,,,
ismarckel2,,93.93,,,,,,,,,,,,,,,
3036f7cbdeb1476,,93.93,,,,,,,,,,,,,,,
Danielb79604170,,93.92,,,,,,,,,,,,,,,
BolsonaroNei,,93.92,,,,,,,,,,,,,,,
edufreitas_,,93.92,,,,,,,,,,,,,,,
Reginal11174682,,93.91,,,,,,,,,,,,,,,
BrasilUnido16,,93.9,,,,,,,,,,,,,,,
patzambrano31,,93.9,,,,,,,,,,,,,,,
_nanddoribeiro,,93.89,,,,,,,,,,,,,,,
JooBosc33631608,,93.89,,,,,,,,,,,,,,,
WalterRogriofe1,,93.88,,,,,,,,,,,,,,,
AnaClia37744689,,93.86,,,,,,,,,,,,,,,
ASENNA2226,,93.85,,,,,,,,,,,,,,,
ElinanGomes,,93.85,,,,,,,,,,,,,,,
Gianamonteggia,,93.85,,,,,,,,,,,,,,,
Marisete1982,,93.85,,,,,,,,,,,,,,,
rodri94007997,,93.84,,,,,,,,,,,,,,,
BiaLima60630541,,93.82,,,,,,,,,,,,,,,
betobraga14,,93.82,,,,,,,,,,,,,,,
Clecioheavy,,93.82,,,,,,,,,,,,,,,
TysudaLuiz,,93.81,,,,,,,,,,,,,,,
ClaudiaGean5,,93.81,,,,,,,,,,,,,,,
FerreiraCardin,,93.8,,,,,,,,,,,,,,,
_SilviaHammes,,93.8,,,,,,,,,,,,,,,
EliasSa49586344,,93.79,,,,,,,,,,,,,,,
RitaDeC59317519,,93.78,,,,,,,,,,,,,,,
Marcone21805740,,93.78,,,,,,,,,,,,,,,
RenatoS34192353,,93.78,,,,,,,,,,,,,,,
Frankli96799841,,93.78,,,,,,,,,,,,,,,
Giliard17204127,,93.77,,,,,,,,,,,,,,,
JoaoPau99594381,,93.77,,,,,,,,,,,,,,,
